Gen,NbVert,tRewAvg,tRewMax,tDistMax,vRewAvg,vRewMax,vDistMax,vSuccess,T_mutat,T_eval,T_val,T_total,seed,instrType,instrSetName,useInstrTrig,useInstrLogExp,useInstrComparison,useInstrExpensiveArithmetic,useInstrZmmul,useInstrLog2Exp2
79,2152,-128.99,-48.39,54.48,-47.59,-44.34,50.23,0.35,4.9,1141.63,15.1,67267.89,1,fixedpt,comp,False,False,True,True,False,False
80,2148,-139.17,-53.22,58.51,-47.21,-44.34,50.23,0.35,5.05,1094.45,15.96,68392.03,1,fixedpt,comp,False,False,True,True,False,False
81,2152,-126.99,-55.26,60.45,-51.08,-48.44,53.97,0.33,5.01,1169.8,13.22,69591.62,1,fixedpt,comp,False,False,True,True,False,False
82,2154,-141.61,-53.86,58.96,-48.96,-46.91,52.76,0.35,5.09,1098.07,15.11,70721.18,1,fixedpt,comp,False,False,True,True,False,False
83,2153,-148.61,-55.15,60.18,-48.18,-44.34,50.23,0.35,4.46,1197.34,13.98,71946.2,1,fixedpt,comp,False,False,True,True,False,False
84,2151,-164.99,-52.26,57.17,-47.72,-46.91,52.76,0.35,5.0,1161.7,12.57,73134.5,1,fixedpt,comp,False,False,True,True,False,False
85,2150,-147.72,-56.52,61.46,-47.68,-46.68,52.36,0.34,5.2,1172.54,12.74,74334.26,1,fixedpt,comp,False,False,True,True,False,False
86,2149,-133.74,-42.23,48.64,-46.65,-44.0,49.69,0.34,5.35,1286.98,13.98,75649.22,1,fixedpt,comp,False,False,True,True,False,False
87,2153,-131.77,-51.04,56.22,-48.33,-46.68,52.36,0.34,5.02,1101.87,12.45,76780.33,1,fixedpt,comp,False,False,True,True,False,False
88,2152,-164.16,-57.74,63.15,-47.27,-44.18,50.02,0.35,5.1,1219.52,13.86,78027.73,1,fixedpt,comp,False,False,True,True,False,False
89,2151,-155.9,-53.18,58.23,-47.23,-44.0,49.69,0.34,5.16,1161.96,13.83,79219.71,1,fixedpt,comp,False,False,True,True,False,False
90,2156,-153.71,-51.03,56.38,-47.19,-44.18,50.02,0.35,5.32,1163.28,13.57,80412.15,1,fixedpt,comp,False,False,True,True,False,False
91,2160,-148.24,-54.8,59.71,-48.67,-46.93,52.99,0.36,5.21,1206.48,12.06,81645.91,1,fixedpt,comp,False,False,True,True,False,False
92,2154,-143.81,-54.69,59.17,-48.38,-46.93,52.99,0.36,5.29,1211.07,13.58,82885.88,1,fixedpt,comp,False,False,True,True,False,False
93,2157,-143.51,-51.07,56.77,-44.38,-40.62,47.16,0.39,5.29,1152.71,12.76,84066.09,1,fixedpt,comp,False,False,True,True,False,False
94,2156,-133.46,-46.59,52.28,-40.8,-37.45,44.26,0.4,5.2,1307.61,14.76,85403.0,1,fixedpt,comp,False,False,True,True,False,False
95,2148,-138.57,-44.99,50.72,-40.62,-40.24,46.76,0.39,5.23,1160.13,13.1,86591.28,1,fixedpt,comp,False,False,True,True,False,False
96,2151,-148.39,-46.47,52.39,-40.42,-37.45,44.26,0.4,4.93,1146.96,16.62,87770.48,1,fixedpt,comp,False,False,True,True,False,False
97,2156,-149.66,-40.43,46.32,-39.61,-37.42,44.2,0.4,4.95,1284.2,13.67,89082.42,1,fixedpt,comp,False,False,True,True,False,False
98,2161,-136.4,-46.57,52.6,-39.48,-37.92,44.3,0.38,5.21,1419.66,12.89,90529.57,1,fixedpt,comp,False,False,True,True,False,False
99,2151,-124.73,-38.95,45.12,-39.71,-39.01,45.56,0.39,5.35,1337.12,14.4,91895.22,1,fixedpt,comp,False,False,True,True,False,False
0,2009,-425.31,-273.72,273.72,-286.05,-270.21,270.39,0.01,0.0,224.48,2.27,234.22,2,fixedpt,comp,False,False,True,True,False,False
1,2030,-384.67,-211.52,213.6,-197.71,-189.19,190.88,0.1,0.92,290.97,3.24,538.06,2,fixedpt,comp,False,False,True,True,False,False
2,2050,-345.15,-161.09,163.12,-188.94,-181.75,183.28,0.09,1.14,363.75,3.45,913.83,2,fixedpt,comp,False,False,True,True,False,False
3,2063,-332.53,-168.33,169.36,-182.81,-170.96,172.49,0.09,1.18,397.57,3.31,1324.5,2,fixedpt,comp,False,False,True,True,False,False
4,2078,-331.87,-174.64,178.13,-187.21,-176.19,177.6,0.08,1.34,428.95,3.57,1766.45,2,fixedpt,comp,False,False,True,True,False,False
5,2083,-335.54,-156.81,159.01,-176.06,-170.77,172.08,0.08,1.43,418.19,3.59,2197.79,2,fixedpt,comp,False,False,True,True,False,False
6,2085,-314.89,-184.81,187.97,-189.37,-187.59,189.63,0.12,1.36,431.17,3.65,2642.8,2,fixedpt,comp,False,False,True,True,False,False
7,2091,-304.24,-115.91,117.91,-154.07,-140.83,142.52,0.1,1.44,418.27,3.47,3073.6,2,fixedpt,comp,False,False,True,True,False,False
8,2092,-305.27,-96.28,98.95,-140.53,-134.51,137.88,0.2,1.71,431.37,3.85,3518.58,2,fixedpt,comp,False,False,True,True,False,False
9,2097,-299.77,-106.52,108.84,-138.07,-127.68,130.86,0.19,1.85,429.52,4.0,3962.64,2,fixedpt,comp,False,False,True,True,False,False
10,2094,-298.98,-108.91,112.07,-118.96,-100.82,103.81,0.18,1.99,461.65,4.09,4438.32,2,fixedpt,comp,False,False,True,True,False,False
11,2099,-290.36,-102.72,106.06,-116.7,-100.82,103.81,0.18,2.11,479.33,4.49,4932.39,2,fixedpt,comp,False,False,True,True,False,False
12,2096,-289.38,-97.02,101.77,-100.82,-100.82,103.81,0.18,2.15,487.64,4.6,5435.03,2,fixedpt,comp,False,False,True,True,False,False
13,2102,-278.87,-97.4,100.77,-100.76,-100.42,103.41,0.18,2.26,543.84,4.98,5993.22,2,fixedpt,comp,False,False,True,True,False,False
14,2103,-249.19,-99.55,102.83,-104.35,-100.41,103.41,0.18,2.43,534.11,5.2,6543.71,2,fixedpt,comp,False,False,True,True,False,False
15,2108,-233.72,-94.29,98.36,-100.93,-95.71,98.72,0.18,2.57,599.56,5.67,7159.82,2,fixedpt,comp,False,False,True,True,False,False
16,2109,-215.03,-78.05,81.82,-97.18,-95.71,98.72,0.18,2.63,597.2,5.21,7773.93,2,fixedpt,comp,False,False,True,True,False,False
17,2111,-230.28,-77.54,81.06,-91.22,-82.35,85.5,0.19,2.76,620.46,6.06,8413.17,2,fixedpt,comp,False,False,True,True,False,False
18,2114,-177.0,-74.94,77.33,-81.84,-76.13,79.43,0.2,2.66,635.27,5.65,9065.11,2,fixedpt,comp,False,False,True,True,False,False
19,2110,-187.81,-65.87,70.59,-82.12,-76.98,80.29,0.2,2.94,639.29,6.03,9723.2,2,fixedpt,comp,False,False,True,True,False,False
20,2114,-178.81,-65.48,70.23,-77.21,-75.8,79.28,0.21,2.76,652.77,6.07,10394.44,2,fixedpt,comp,False,False,True,True,False,False
21,2119,-155.72,-65.32,71.43,-81.47,-76.13,79.43,0.2,2.94,684.97,6.06,11096.41,2,fixedpt,comp,False,False,True,True,False,False
22,2121,-164.03,-60.73,65.55,-77.64,-76.65,79.98,0.2,3.54,696.01,6.72,11809.7,2,fixedpt,comp,False,False,True,True,False,False
23,2124,-177.79,-67.69,71.63,-74.51,-67.83,71.88,0.25,3.37,691.29,7.53,12519.97,2,fixedpt,comp,False,False,True,True,False,False
24,2117,-168.35,-75.51,78.88,-68.95,-67.83,71.88,0.25,3.45,725.06,6.89,13262.72,2,fixedpt,comp,False,False,True,True,False,False
25,2124,-153.3,-68.7,73.15,-77.31,-67.83,71.88,0.25,3.44,731.51,6.9,14013.06,2,fixedpt,comp,False,False,True,True,False,False
26,2127,-149.27,-54.63,59.72,-70.99,-67.79,71.68,0.24,3.58,716.19,8.03,14749.4,2,fixedpt,comp,False,False,True,True,False,False
27,2127,-176.65,-65.54,68.72,-70.01,-68.28,73.23,0.3,3.79,718.73,8.14,15488.66,2,fixedpt,comp,False,False,True,True,False,False
28,2132,-157.75,-54.35,60.55,-68.91,-68.28,73.23,0.3,3.8,804.08,8.46,16314.22,2,fixedpt,comp,False,False,True,True,False,False
29,2131,-151.27,-56.0,60.76,-69.04,-68.5,72.68,0.25,4.02,792.43,8.88,17126.92,2,fixedpt,comp,False,False,True,True,False,False
30,2136,-130.32,-52.55,59.9,-71.15,-69.83,74.82,0.3,3.83,843.45,8.32,17991.04,2,fixedpt,comp,False,False,True,True,False,False
31,2142,-137.09,-49.51,56.56,-68.57,-64.74,68.9,0.25,3.98,760.73,9.4,18773.68,2,fixedpt,comp,False,False,True,True,False,False
32,2143,-129.74,-46.1,53.12,-67.03,-62.56,67.49,0.3,4.14,845.35,9.32,19640.65,2,fixedpt,comp,False,False,True,True,False,False
33,2143,-139.25,-53.25,59.16,-63.31,-62.56,67.49,0.3,4.1,928.16,9.24,20590.93,2,fixedpt,comp,False,False,True,True,False,False
34,2138,-124.27,-47.47,53.64,-65.95,-63.69,67.76,0.25,3.95,933.66,9.33,21546.78,2,fixedpt,comp,False,False,True,True,False,False
35,2142,-118.94,-64.2,68.92,-63.66,-62.93,67.08,0.25,3.67,936.05,9.46,22503.54,2,fixedpt,comp,False,False,True,True,False,False
36,2140,-122.5,-49.29,54.94,-60.34,-57.58,62.7,0.31,3.85,914.05,8.71,23438.82,2,fixedpt,comp,False,False,True,True,False,False
37,2134,-121.99,-42.23,48.41,-62.0,-59.47,64.29,0.29,3.97,939.83,9.05,24399.11,2,fixedpt,comp,False,False,True,True,False,False
38,2141,-117.65,-42.39,49.42,-60.14,-59.66,64.27,0.28,3.75,897.34,9.04,25317.14,2,fixedpt,comp,False,False,True,True,False,False
39,2144,-115.46,-45.17,52.29,-61.95,-58.89,63.81,0.3,3.82,1050.68,9.78,26389.12,2,fixedpt,comp,False,False,True,True,False,False
40,2143,-119.64,-43.61,51.01,-57.72,-57.72,62.65,0.3,3.94,1030.04,9.28,27440.99,2,fixedpt,comp,False,False,True,True,False,False
41,2143,-114.14,-48.73,54.44,-59.41,-59.1,64.08,0.3,3.97,1072.67,9.56,28535.41,2,fixedpt,comp,False,False,True,True,False,False
42,2142,-93.07,-53.63,58.65,-60.3,-58.55,63.53,0.3,3.72,1062.56,10.02,29620.9,2,fixedpt,comp,False,False,True,True,False,False
43,2142,-108.77,-52.05,57.77,-59.56,-57.37,62.21,0.29,3.84,1117.35,9.92,30760.32,2,fixedpt,comp,False,False,True,True,False,False
44,2150,-103.24,-40.14,47.6,-59.66,-57.37,62.21,0.29,3.86,1184.22,9.55,31965.95,2,fixedpt,comp,False,False,True,True,False,False
45,2150,-103.72,-51.59,58.59,-62.37,-60.06,64.63,0.28,3.93,1037.01,10.27,33025.48,2,fixedpt,comp,False,False,True,True,False,False
46,2139,-100.56,-49.46,55.83,-61.99,-58.06,63.03,0.3,3.63,1106.4,9.65,34152.5,2,fixedpt,comp,False,False,True,True,False,False
47,2138,-97.87,-41.48,47.97,-61.37,-60.75,65.22,0.27,3.6,1206.48,9.87,35381.04,2,fixedpt,comp,False,False,True,True,False,False
48,2138,-104.49,-47.91,53.34,-57.93,-56.01,61.15,0.31,3.74,1209.49,9.47,36611.35,2,fixedpt,comp,False,False,True,True,False,False
49,2146,-80.88,-42.67,48.8,-59.8,-58.03,63.01,0.3,3.69,1243.15,9.75,37876.35,2,fixedpt,comp,False,False,True,True,False,False
50,2144,-91.63,-40.93,48.08,-58.73,-57.66,62.75,0.31,3.72,1238.52,9.96,39135.92,2,fixedpt,comp,False,False,True,True,False,False
51,2144,-98.04,-43.04,49.33,-57.67,-56.87,61.77,0.3,4.01,1246.68,10.53,40405.17,2,fixedpt,comp,False,False,True,True,False,False
52,2143,-109.01,-51.56,57.07,-56.95,-56.52,61.26,0.29,4.03,1221.88,10.8,41650.33,2,fixedpt,comp,False,False,True,True,False,False
53,2147,-107.86,-40.33,46.11,-58.63,-56.77,62.06,0.32,4.06,1180.43,11.17,42854.36,2,fixedpt,comp,False,False,True,True,False,False
54,2147,-80.44,-33.11,40.71,-58.41,-57.78,63.11,0.32,4.3,1198.05,10.71,44074.9,2,fixedpt,comp,False,False,True,True,False,False
55,2144,-88.15,-30.43,38.38,-60.39,-57.78,63.11,0.32,4.11,1215.0,10.83,45313.38,2,fixedpt,comp,False,False,True,True,False,False
56,2148,-98.73,-43.83,49.95,-57.21,-55.42,60.37,0.3,4.06,1310.07,10.95,46646.49,2,fixedpt,comp,False,False,True,True,False,False
57,2151,-94.82,-49.01,56.12,-59.21,-56.77,61.88,0.31,4.17,1270.75,10.91,47940.82,2,fixedpt,comp,False,False,True,True,False,False
58,2151,-91.34,-38.63,45.77,-57.2,-56.73,61.83,0.31,4.36,1272.06,10.96,49238.06,2,fixedpt,comp,False,False,True,True,False,False
59,2149,-94.69,-44.28,51.01,-56.37,-55.43,60.38,0.3,4.31,1218.47,11.23,50481.55,2,fixedpt,comp,False,False,True,True,False,False
60,2154,-83.76,-42.43,49.76,-56.62,-55.11,60.39,0.32,4.34,1353.53,11.26,51858.79,2,fixedpt,comp,False,False,True,True,False,False
61,2154,-82.27,-32.13,40.07,-56.71,-56.41,61.74,0.32,4.4,1332.36,11.46,53215.23,2,fixedpt,comp,False,False,True,True,False,False
62,2150,-70.48,-37.3,45.3,-62.73,-61.12,66.59,0.33,4.22,1333.13,12.29,54574.16,2,fixedpt,comp,False,False,True,True,False,False
63,2151,-96.65,-51.45,56.43,-55.56,-55.18,60.46,0.32,4.24,1342.7,11.41,55941.15,2,fixedpt,comp,False,False,True,True,False,False
64,2148,-88.75,-39.31,47.25,-58.03,-58.02,63.35,0.32,4.38,1314.21,11.57,57279.16,2,fixedpt,comp,False,False,True,True,False,False
65,2153,-95.69,-49.78,56.18,-57.26,-54.63,60.1,0.33,4.25,1350.22,11.81,58653.23,2,fixedpt,comp,False,False,True,True,False,False
66,2151,-102.69,-54.96,60.74,-58.16,-57.42,62.41,0.3,4.29,1341.56,11.13,60019.1,2,fixedpt,comp,False,False,True,True,False,False
67,2151,-74.09,-28.34,36.1,-59.6,-56.72,62.03,0.32,4.54,1294.76,12.03,61338.57,2,fixedpt,comp,False,False,True,True,False,False
68,2154,-101.94,-52.27,58.3,-56.47,-55.82,61.14,0.32,4.48,1408.28,12.11,62772.83,2,fixedpt,comp,False,False,True,True,False,False
69,2149,-79.45,-37.54,44.92,-56.62,-54.29,59.77,0.33,4.45,1405.93,11.94,64203.61,2,fixedpt,comp,False,False,True,True,False,False
70,2152,-90.86,-51.34,57.43,-59.77,-58.97,64.29,0.32,4.38,1328.27,12.45,65556.81,2,fixedpt,comp,False,False,True,True,False,False
71,2155,-92.22,-46.97,54.18,-58.94,-54.86,60.17,0.32,4.28,1362.89,12.14,66943.36,2,fixedpt,comp,False,False,True,True,False,False
72,2159,-84.06,-43.69,50.35,-57.21,-56.46,61.78,0.32,4.37,1407.37,12.04,68375.82,2,fixedpt,comp,False,False,True,True,False,False
73,2156,-84.71,-47.31,53.27,-57.22,-56.29,61.61,0.32,4.32,1444.96,12.08,69845.8,2,fixedpt,comp,False,False,True,True,False,False
74,2149,-72.44,-36.56,44.51,-55.8,-54.6,60.07,0.33,4.3,1419.38,11.99,71289.2,2,fixedpt,comp,False,False,True,True,False,False
75,2152,-77.49,-36.71,44.12,-57.65,-55.91,61.55,0.34,4.34,1491.39,12.61,72807.32,2,fixedpt,comp,False,False,True,True,False,False
76,2154,-89.72,-50.84,57.42,-55.96,-53.94,59.58,0.34,4.11,1504.53,11.62,74335.91,2,fixedpt,comp,False,False,True,True,False,False
77,2163,-63.58,-39.75,46.42,-55.34,-55.34,60.82,0.33,4.15,1571.18,12.08,75932.94,2,fixedpt,comp,False,False,True,True,False,False
78,2167,-74.47,-37.42,45.69,-61.0,-59.94,64.74,0.29,4.37,1572.86,12.25,77529.45,2,fixedpt,comp,False,False,True,True,False,False
79,2163,-79.54,-43.88,50.72,-56.98,-56.31,61.62,0.32,4.31,1445.21,11.84,78999.91,2,fixedpt,comp,False,False,True,True,False,False
80,2162,-77.01,-40.91,48.29,-59.48,-57.85,62.81,0.3,4.39,1533.58,12.67,80559.17,2,fixedpt,comp,False,False,True,True,False,False
81,2157,-67.85,-32.69,41.05,-57.61,-56.15,61.24,0.31,4.36,1464.84,12.44,82050.51,2,fixedpt,comp,False,False,True,True,False,False
82,2157,-77.08,-42.79,49.41,-56.08,-52.72,58.45,0.34,4.25,1493.73,12.31,83568.75,2,fixedpt,comp,False,False,True,True,False,False
83,2161,-88.44,-46.52,53.27,-60.69,-60.24,65.42,0.31,4.44,1456.92,12.25,85050.33,2,fixedpt,comp,False,False,True,True,False,False
84,2156,-73.83,-45.38,50.63,-57.08,-54.08,59.81,0.34,4.11,1496.72,12.36,86574.71,2,fixedpt,comp,False,False,True,True,False,False
85,2156,-82.62,-41.92,48.48,-54.22,-52.88,58.54,0.34,4.35,1481.36,11.77,88082.25,2,fixedpt,comp,False,False,True,True,False,False
86,2159,-63.85,-33.42,42.45,-61.76,-61.72,66.9,0.31,4.4,1577.82,12.56,89684.26,2,fixedpt,comp,False,False,True,True,False,False
87,2160,-71.62,-46.45,53.12,-54.18,-53.39,58.91,0.33,4.25,1651.86,11.84,91360.54,2,fixedpt,comp,False,False,True,True,False,False
88,2152,-71.28,-37.05,44.96,-55.37,-52.88,58.54,0.34,4.32,1496.03,12.02,92881.23,2,fixedpt,comp,False,False,True,True,False,False
89,2153,-74.43,-41.87,49.06,-57.35,-51.09,57.15,0.36,4.42,1624.78,12.25,94532.56,2,fixedpt,comp,False,False,True,True,False,False
90,2152,-64.0,-37.01,44.67,-57.7,-54.98,60.48,0.33,4.36,1520.4,12.04,96077.15,2,fixedpt,comp,False,False,True,True,False,False
91,2150,-78.1,-43.27,49.68,-51.98,-51.09,57.15,0.36,4.69,1595.57,12.5,97700.37,2,fixedpt,comp,False,False,True,True,False,False
92,2156,-56.99,-32.52,41.06,-53.2,-53.15,59.03,0.35,4.47,1588.17,12.4,99313.15,2,fixedpt,comp,False,False,True,True,False,False
93,2154,-62.95,-43.73,50.83,-53.26,-51.3,57.11,0.35,4.32,1596.22,12.34,100933.29,2,fixedpt,comp,False,False,True,True,False,False
94,2152,-66.37,-40.35,46.98,-52.54,-52.11,57.9,0.35,4.51,1510.42,12.06,102468.65,2,fixedpt,comp,False,False,True,True,False,False
95,2154,-68.49,-40.12,47.42,-54.27,-53.15,59.03,0.35,4.51,1549.36,12.68,104042.99,2,fixedpt,comp,False,False,True,True,False,False
96,2155,-64.92,-36.76,43.75,-52.6,-52.11,57.9,0.35,4.56,1506.41,12.14,105573.08,2,fixedpt,comp,False,False,True,True,False,False
97,2152,-79.04,-48.11,54.81,-53.05,-50.23,56.4,0.37,4.35,1548.26,11.85,107146.32,2,fixedpt,comp,False,False,True,True,False,False
98,2151,-88.06,-55.71,61.0,-52.11,-51.32,57.04,0.34,4.49,1605.73,11.89,108776.46,2,fixedpt,comp,False,False,True,True,False,False
99,2150,-76.7,-42.32,49.7,-49.19,-45.04,51.53,0.39,4.25,1496.71,11.31,110296.75,2,fixedpt,comp,False,False,True,True,False,False
0,2009,-429.89,-280.96,280.96,-301.8,-273.43,273.43,0.0,0.0,155.66,1.99,165.49,3,fixedpt,comp,False,False,True,True,False,False
1,2031,-383.9,-254.25,254.25,-275.77,-253.48,253.48,0.0,0.85,220.23,2.6,395.92,3,fixedpt,comp,False,False,True,True,False,False
2,2052,-354.28,-228.05,228.05,-257.5,-244.82,244.82,0.0,1.05,226.5,2.51,632.57,3,fixedpt,comp,False,False,True,True,False,False
3,2070,-367.21,-214.19,214.19,-243.81,-209.98,210.13,0.01,1.19,262.44,3.81,905.92,3,fixedpt,comp,False,False,True,True,False,False
4,2080,-337.6,-188.66,189.03,-212.62,-209.98,210.13,0.01,1.32,272.16,3.52,1188.93,3,fixedpt,comp,False,False,True,True,False,False
5,2094,-310.72,-187.87,188.4,-205.52,-188.61,188.76,0.01,1.32,299.32,3.1,1499.28,3,fixedpt,comp,False,False,True,True,False,False
6,2090,-291.62,-159.82,159.99,-198.48,-164.16,166.25,0.12,1.33,335.09,3.8,1846.35,3,fixedpt,comp,False,False,True,True,False,False
7,2093,-320.8,-177.32,179.06,-164.01,-163.14,165.23,0.12,1.63,325.12,3.9,2184.0,3,fixedpt,comp,False,False,True,True,False,False
8,2105,-317.79,-170.72,172.61,-169.6,-159.25,161.16,0.11,1.85,328.27,3.65,2524.99,3,fixedpt,comp,False,False,True,True,False,False
9,2101,-317.18,-144.96,146.27,-163.12,-147.33,148.28,0.06,1.97,318.56,3.76,2855.39,3,fixedpt,comp,False,False,True,True,False,False
10,2102,-307.16,-138.07,140.04,-155.95,-147.33,148.28,0.06,2.14,339.56,4.26,3208.36,3,fixedpt,comp,False,False,True,True,False,False
11,2110,-260.95,-139.58,141.39,-150.02,-145.24,147.15,0.11,1.99,358.4,4.29,3579.66,3,fixedpt,comp,False,False,True,True,False,False
12,2105,-287.78,-114.72,116.5,-138.72,-123.27,125.18,0.11,2.25,325.64,4.49,3918.97,3,fixedpt,comp,False,False,True,True,False,False
13,2110,-311.71,-126.49,127.72,-138.68,-123.27,125.18,0.11,2.43,341.08,4.6,4274.44,3,fixedpt,comp,False,False,True,True,False,False
14,2107,-286.23,-120.29,120.62,-123.2,-122.87,124.61,0.1,2.59,342.06,5.14,4630.15,3,fixedpt,comp,False,False,True,True,False,False
15,2113,-244.75,-119.48,119.83,-125.1,-123.27,125.18,0.11,2.34,375.36,5.09,5019.77,3,fixedpt,comp,False,False,True,True,False,False
16,2112,-249.12,-102.08,105.26,-123.35,-121.67,123.57,0.11,2.38,360.08,4.91,5394.44,3,fixedpt,comp,False,False,True,True,False,False
17,2115,-264.1,-110.11,110.61,-120.14,-109.74,110.53,0.05,2.42,367.25,4.74,5775.61,3,fixedpt,comp,False,False,True,True,False,False
18,2110,-219.78,-101.68,101.84,-123.39,-118.52,118.52,0.0,2.3,405.91,4.13,6194.55,3,fixedpt,comp,False,False,True,True,False,False
19,2109,-234.93,-109.97,110.87,-115.23,-101.86,104.11,0.13,2.47,402.58,4.56,6611.06,3,fixedpt,comp,False,False,True,True,False,False
20,2120,-253.58,-100.88,101.06,-110.7,-109.43,110.22,0.05,2.68,382.0,5.51,7007.77,3,fixedpt,comp,False,False,True,True,False,False
21,2123,-265.26,-96.87,98.98,-112.21,-101.86,104.11,0.13,2.73,376.97,5.4,7401.24,3,fixedpt,comp,False,False,True,True,False,False
22,2130,-243.51,-90.24,92.55,-107.66,-104.38,106.29,0.11,2.71,383.21,5.88,7799.63,3,fixedpt,comp,False,False,True,True,False,False
23,2126,-208.74,-79.56,80.8,-103.88,-92.38,94.64,0.13,2.73,429.28,6.11,8244.06,3,fixedpt,comp,False,False,True,True,False,False
24,2127,-228.34,-86.48,87.7,-100.16,-95.59,97.67,0.12,2.86,453.01,5.6,8712.99,3,fixedpt,comp,False,False,True,True,False,False
25,2132,-224.93,-81.99,84.06,-97.04,-90.28,92.53,0.13,2.86,396.98,6.32,9125.43,3,fixedpt,comp,False,False,True,True,False,False
26,2140,-209.03,-66.7,69.99,-99.69,-90.53,92.78,0.13,3.06,434.28,5.63,9576.1,3,fixedpt,comp,False,False,True,True,False,False
27,2127,-201.73,-81.64,83.18,-90.41,-90.22,92.47,0.13,2.89,458.7,6.2,10050.09,3,fixedpt,comp,False,False,True,True,False,False
28,2131,-196.1,-75.02,76.74,-99.98,-95.53,97.6,0.12,2.9,452.82,5.93,10520.54,3,fixedpt,comp,False,False,True,True,False,False
29,2130,-179.84,-76.0,78.61,-91.08,-88.94,91.19,0.13,2.88,433.89,6.31,10970.34,3,fixedpt,comp,False,False,True,True,False,False
30,2129,-175.14,-75.3,76.52,-90.46,-89.9,92.16,0.13,2.97,447.58,6.06,11435.01,3,fixedpt,comp,False,False,True,True,False,False
31,2121,-176.63,-75.43,77.81,-89.19,-86.47,89.02,0.15,2.92,492.16,6.35,11943.3,3,fixedpt,comp,False,False,True,True,False,False
32,2127,-132.97,-62.37,65.43,-86.47,-86.47,89.02,0.15,2.94,527.26,6.88,12488.08,3,fixedpt,comp,False,False,True,True,False,False
33,2130,-158.34,-61.53,63.26,-86.99,-79.2,81.92,0.16,3.14,466.71,6.84,12970.2,3,fixedpt,comp,False,False,True,True,False,False
34,2127,-170.0,-79.58,81.19,-83.98,-80.29,83.17,0.17,2.83,487.8,6.03,13474.49,3,fixedpt,comp,False,False,True,True,False,False
35,2129,-178.9,-79.99,80.67,-86.27,-84.74,87.29,0.15,2.8,540.11,6.76,14030.73,3,fixedpt,comp,False,False,True,True,False,False
36,2128,-164.97,-72.44,74.34,-88.07,-76.69,80.3,0.21,2.77,497.51,6.03,14544.42,3,fixedpt,comp,False,False,True,True,False,False
37,2129,-184.2,-66.06,69.2,-79.74,-76.69,80.3,0.21,2.68,479.45,5.64,15039.28,3,fixedpt,comp,False,False,True,True,False,False
38,2134,-191.82,-67.28,69.04,-77.8,-74.68,78.12,0.2,2.65,468.3,5.67,15522.21,3,fixedpt,comp,False,False,True,True,False,False
39,2125,-173.97,-64.82,66.78,-83.77,-83.38,85.63,0.13,2.65,494.4,6.4,16031.44,3,fixedpt,comp,False,False,True,True,False,False
40,2119,-179.21,-74.84,76.39,-83.4,-83.38,85.63,0.13,2.65,474.56,6.34,16522.21,3,fixedpt,comp,False,False,True,True,False,False
41,2116,-183.57,-76.73,78.45,-83.47,-82.95,85.69,0.16,2.68,539.67,6.62,17078.81,3,fixedpt,comp,False,False,True,True,False,False
42,2122,-157.42,-65.85,67.96,-83.46,-83.13,85.39,0.13,2.8,486.18,6.55,17580.79,3,fixedpt,comp,False,False,True,True,False,False
43,2125,-194.55,-78.73,80.87,-79.05,-76.86,79.68,0.16,2.83,503.61,6.32,18099.98,3,fixedpt,comp,False,False,True,True,False,False
44,2131,-187.42,-73.26,75.85,-75.33,-71.64,75.25,0.21,2.83,563.07,6.24,18678.56,3,fixedpt,comp,False,False,True,True,False,False
45,2128,-176.02,-61.0,63.36,-82.37,-78.35,81.29,0.17,2.6,480.42,6.58,19174.73,3,fixedpt,comp,False,False,True,True,False,False
