Gen,NbVert,tRewAvg,tRewMax,tDistMax,vRewAvg,vRewMax,vDistMax,vSuccess,T_mutat,T_eval,T_val,T_total,seed,instrType,instrSetName,useInstrTrig,useInstrLogExp,useInstrComparison,useInstrExpensiveArithmetic,useInstrZmmul,useInstrLog2Exp2
50,2132,-120.87,-49.04,53.5,-38.47,-36.28,41.99,0.34,4.81,899.69,9.9,34509.83,1,fixedpt,logexp,False,True,True,True,False,False
51,2129,-105.85,-40.47,45.35,-34.57,-32.86,38.56,0.34,4.54,909.78,11.1,35445.05,1,fixedpt,logexp,False,True,True,True,False,False
52,2133,-107.91,-42.73,47.12,-36.36,-32.6,38.31,0.34,4.75,893.83,11.45,36362.8,1,fixedpt,logexp,False,True,True,True,False,False
53,2128,-103.68,-38.79,44.55,-34.57,-33.25,38.95,0.34,4.85,1018.29,10.35,37405.57,1,fixedpt,logexp,False,True,True,True,False,False
54,2134,-103.12,-42.69,47.87,-33.72,-31.96,37.83,0.35,4.74,981.33,11.16,38411.79,1,fixedpt,logexp,False,True,True,True,False,False
55,2133,-100.53,-38.59,43.53,-33.06,-32.1,37.97,0.35,4.99,994.36,12.42,39433.27,1,fixedpt,logexp,False,True,True,True,False,False
56,2134,-102.87,-39.25,45.08,-32.48,-30.62,36.49,0.35,5.05,1096.38,11.42,40556.13,1,fixedpt,logexp,False,True,True,True,False,False
57,2135,-99.96,-40.53,45.5,-32.51,-30.62,36.49,0.35,5.08,988.84,11.91,41571.83,1,fixedpt,logexp,False,True,True,True,False,False
58,2136,-98.66,-39.38,44.16,-32.24,-31.78,37.63,0.35,5.03,1036.63,12.22,42633.91,1,fixedpt,logexp,False,True,True,True,False,False
59,2137,-123.76,-46.52,51.37,-33.46,-31.78,37.63,0.35,5.1,1055.57,12.33,43715.5,1,fixedpt,logexp,False,True,True,True,False,False
60,2133,-103.44,-43.49,47.76,-34.12,-32.1,37.97,0.35,4.94,1098.17,11.53,44839.57,1,fixedpt,logexp,False,True,True,True,False,False
61,2136,-111.16,-42.34,47.13,-32.55,-32.1,37.97,0.35,5.25,1080.24,12.62,45947.07,1,fixedpt,logexp,False,True,True,True,False,False
62,2141,-92.14,-40.33,45.37,-32.43,-31.78,37.63,0.35,5.23,1128.69,12.4,47103.73,1,fixedpt,logexp,False,True,True,True,False,False
63,2144,-111.08,-43.12,47.51,-31.71,-30.94,36.81,0.35,5.1,1032.57,12.38,48162.24,1,fixedpt,logexp,False,True,True,True,False,False
64,2144,-92.57,-35.41,40.61,-32.6,-32.1,37.97,0.35,5.15,1162.15,11.75,49350.88,1,fixedpt,logexp,False,True,True,True,False,False
65,2147,-93.71,-36.99,42.27,-32.16,-31.79,37.66,0.35,5.22,1100.2,11.8,50477.18,1,fixedpt,logexp,False,True,True,True,False,False
66,2144,-92.52,-39.17,44.53,-33.56,-32.01,37.88,0.35,5.4,1131.38,11.55,51636.81,1,fixedpt,logexp,False,True,True,True,False,False
67,2145,-88.2,-38.2,43.49,-32.24,-31.78,37.63,0.35,5.31,1215.67,12.79,52880.35,1,fixedpt,logexp,False,True,True,True,False,False
68,2148,-94.12,-43.02,47.37,-31.67,-30.62,36.49,0.35,5.34,1177.8,12.97,54085.58,1,fixedpt,logexp,False,True,True,True,False,False
69,2142,-100.7,-43.38,47.97,-33.25,-30.94,36.81,0.35,5.49,1053.57,12.3,55165.6,1,fixedpt,logexp,False,True,True,True,False,False
70,2140,-82.16,-36.42,40.86,-32.01,-30.28,36.96,0.4,5.43,1128.83,12.9,56321.8,1,fixedpt,logexp,False,True,True,True,False,False
71,2142,-95.2,-40.19,44.92,-31.71,-30.62,36.49,0.35,5.53,1187.29,11.9,57535.75,1,fixedpt,logexp,False,True,True,True,False,False
72,2143,-99.55,-40.63,45.64,-31.43,-30.28,36.96,0.4,5.48,1179.99,13.59,58744.08,1,fixedpt,logexp,False,True,True,True,False,False
73,2143,-97.97,-40.56,45.09,-32.54,-30.94,36.81,0.35,5.39,1124.59,12.04,59895.05,1,fixedpt,logexp,False,True,True,True,False,False
74,2142,-90.58,-35.24,40.81,-29.89,-27.77,34.77,0.42,5.21,1162.36,13.99,61085.2,1,fixedpt,logexp,False,True,True,True,False,False
75,2141,-103.32,-38.33,43.89,-31.97,-28.35,35.08,0.4,5.55,1159.74,12.55,62272.21,1,fixedpt,logexp,False,True,True,True,False,False
76,2148,-109.69,-42.07,47.32,-29.69,-27.99,34.81,0.41,5.4,1107.25,14.09,63409.63,1,fixedpt,logexp,False,True,True,True,False,False
77,2138,-95.8,-36.62,42.45,-28.28,-27.77,34.77,0.42,5.26,1177.52,14.05,64616.88,1,fixedpt,logexp,False,True,True,True,False,False
78,2140,-121.11,-36.03,40.93,-30.19,-27.99,34.81,0.41,5.25,1064.16,14.1,65708.28,1,fixedpt,logexp,False,True,True,True,False,False
79,2132,-98.32,-31.45,37.95,-30.05,-27.46,33.99,0.39,5.22,1201.62,13.97,66938.29,1,fixedpt,logexp,False,True,True,True,False,False
80,2131,-124.48,-36.22,41.77,-30.15,-27.83,34.86,0.42,5.52,991.53,13.01,67957.06,1,fixedpt,logexp,False,True,True,True,False,False
81,2137,-135.37,-36.08,42.08,-31.28,-27.83,34.86,0.42,5.37,1068.13,13.13,69055.31,1,fixedpt,logexp,False,True,True,True,False,False
82,2137,-127.72,-44.63,49.17,-29.66,-27.87,34.87,0.42,5.5,1098.51,13.96,70184.65,1,fixedpt,logexp,False,True,True,True,False,False
83,2143,-122.11,-35.7,41.22,-29.58,-27.77,34.77,0.42,5.3,1224.32,13.94,71438.32,1,fixedpt,logexp,False,True,True,True,False,False
84,2148,-138.03,-32.32,37.91,-28.25,-27.46,33.99,0.39,5.25,1129.46,14.09,72596.15,1,fixedpt,logexp,False,True,True,True,False,False
85,2145,-130.76,-38.2,43.46,-29.84,-27.87,34.87,0.42,5.53,1151.34,13.8,73776.16,1,fixedpt,logexp,False,True,True,True,False,False
86,2141,-126.09,-28.8,35.34,-27.99,-27.77,34.77,0.42,5.38,1294.28,14.14,75098.6,1,fixedpt,logexp,False,True,True,True,False,False
87,2146,-125.59,-35.54,41.1,-28.97,-26.87,33.71,0.41,5.38,1170.4,14.11,76300.36,1,fixedpt,logexp,False,True,True,True,False,False
88,2146,-136.59,-37.85,43.92,-29.2,-27.46,33.99,0.39,5.59,1248.43,14.1,77577.42,1,fixedpt,logexp,False,True,True,True,False,False
89,2147,-127.07,-39.68,45.45,-30.87,-27.87,34.87,0.42,5.56,1291.49,16.58,78902.12,1,fixedpt,logexp,False,True,True,True,False,False
90,2146,-134.22,-36.82,42.52,-30.32,-27.46,33.99,0.39,5.67,1154.75,13.25,80086.12,1,fixedpt,logexp,False,True,True,True,False,False
91,2147,-134.28,-37.88,43.86,-28.94,-27.77,34.77,0.42,5.32,1266.13,13.76,81381.38,1,fixedpt,logexp,False,True,True,True,False,False
92,2142,-127.55,-36.65,41.81,-28.3,-27.46,33.99,0.39,5.39,1168.39,14.06,82579.31,1,fixedpt,logexp,False,True,True,True,False,False
93,2144,-126.78,-35.32,41.92,-28.29,-27.46,33.99,0.39,5.29,1249.91,13.79,83857.8,1,fixedpt,logexp,False,True,True,True,False,False
94,2143,-119.14,-31.93,37.43,-28.06,-26.87,33.71,0.41,5.11,1372.59,13.44,85258.3,1,fixedpt,logexp,False,True,True,True,False,False
95,2141,-118.56,-36.55,42.79,-28.69,-27.9,34.93,0.42,5.23,1300.89,16.39,86590.65,1,fixedpt,logexp,False,True,True,True,False,False
96,2145,-121.39,-39.12,44.82,-30.25,-27.88,34.9,0.42,5.06,1200.46,13.85,87820.79,1,fixedpt,logexp,False,True,True,True,False,False
97,2146,-123.98,-34.05,39.62,-28.4,-27.65,34.01,0.38,5.24,1430.09,13.81,89279.1,1,fixedpt,logexp,False,True,True,True,False,False
98,2148,-119.25,-35.27,40.91,-28.38,-27.77,34.77,0.42,5.33,1493.97,13.85,90801.64,1,fixedpt,logexp,False,True,True,True,False,False
99,2148,-119.52,-34.02,39.71,-29.19,-27.76,34.62,0.41,5.3,1398.16,13.78,92227.69,1,fixedpt,logexp,False,True,True,True,False,False
0,2009,-424.78,-282.18,282.18,-285.12,-274.26,274.45,0.01,0.0,265.78,2.96,278.39,2,fixedpt,logexp,False,True,True,True,False,False
1,2029,-383.29,-227.22,228.82,-231.17,-220.51,221.33,0.05,1.3,310.6,3.81,605.4,2,fixedpt,logexp,False,True,True,True,False,False
2,2047,-343.25,-123.09,126.06,-189.62,-177.16,178.55,0.08,1.66,347.85,4.47,969.04,2,fixedpt,logexp,False,True,True,True,False,False
3,2066,-321.42,-147.29,149.04,-169.02,-167.56,169.32,0.1,1.64,405.86,3.74,1391.46,2,fixedpt,logexp,False,True,True,True,False,False
4,2077,-339.66,-139.38,139.89,-168.15,-160.89,161.06,0.01,2.23,404.77,4.02,1813.01,2,fixedpt,logexp,False,True,True,True,False,False
5,2090,-321.49,-143.31,144.91,-166.2,-158.93,159.09,0.01,2.22,431.9,4.16,2261.86,2,fixedpt,logexp,False,True,True,True,False,False
6,2089,-316.42,-125.36,125.72,-156.95,-153.98,154.14,0.01,2.32,437.58,3.55,2716.79,2,fixedpt,logexp,False,True,True,True,False,False
7,2094,-306.08,-108.76,109.08,-140.48,-125.13,126.71,0.09,2.32,421.05,4.67,3154.74,2,fixedpt,logexp,False,True,True,True,False,False
8,2088,-271.07,-87.31,88.5,-120.76,-116.05,116.73,0.04,2.19,407.17,5.33,3579.91,2,fixedpt,logexp,False,True,True,True,False,False
9,2094,-260.73,-83.72,85.81,-105.36,-101.18,102.58,0.08,2.08,464.69,4.72,4062.78,2,fixedpt,logexp,False,True,True,True,False,False
10,2095,-245.24,-90.36,92.61,-97.84,-87.28,89.19,0.11,2.17,537.78,4.77,4617.86,2,fixedpt,logexp,False,True,True,True,False,False
11,2091,-223.13,-78.3,80.4,-99.47,-87.05,88.96,0.11,2.48,490.04,5.63,5126.57,2,fixedpt,logexp,False,True,True,True,False,False
12,2094,-210.43,-91.99,93.62,-102.24,-101.24,102.63,0.08,2.28,540.16,5.35,5685.1,2,fixedpt,logexp,False,True,True,True,False,False
13,2103,-223.68,-94.27,96.48,-101.45,-97.74,99.33,0.09,2.85,603.27,5.96,6306.46,2,fixedpt,logexp,False,True,True,True,False,False
14,2101,-191.14,-79.99,82.36,-102.77,-92.63,94.21,0.09,3.19,599.37,5.97,6926.37,2,fixedpt,logexp,False,True,True,True,False,False
15,2099,-183.78,-85.47,87.78,-97.14,-92.09,93.68,0.09,2.91,687.05,6.01,7633.14,2,fixedpt,logexp,False,True,True,True,False,False
16,2096,-151.92,-67.81,71.44,-91.46,-87.05,88.96,0.11,3.05,691.69,6.49,8346.15,2,fixedpt,logexp,False,True,True,True,False,False
17,2100,-169.54,-71.79,74.54,-89.84,-85.58,87.49,0.11,3.51,674.49,9.42,9046.52,2,fixedpt,logexp,False,True,True,True,False,False
18,2103,-185.44,-71.65,73.97,-87.17,-87.01,88.92,0.11,3.32,654.9,5.98,9721.63,2,fixedpt,logexp,False,True,True,True,False,False
19,2097,-155.11,-67.66,70.73,-87.09,-85.14,87.05,0.11,3.01,764.54,6.05,10508.07,2,fixedpt,logexp,False,True,True,True,False,False
20,2103,-149.98,-82.45,84.68,-86.7,-83.55,85.46,0.11,2.75,776.14,6.05,11305.57,2,fixedpt,logexp,False,True,True,True,False,False
21,2104,-148.99,-74.65,78.29,-92.25,-89.62,91.36,0.1,3.09,754.11,6.76,12079.92,2,fixedpt,logexp,False,True,True,True,False,False
22,2105,-136.15,-64.55,67.77,-89.52,-88.87,90.62,0.1,3.17,802.8,6.29,12901.28,2,fixedpt,logexp,False,True,True,True,False,False
23,2108,-145.31,-73.5,75.76,-86.44,-77.54,79.11,0.09,2.98,824.16,6.15,13745.04,2,fixedpt,logexp,False,True,True,True,False,False
24,2105,-145.1,-62.96,65.76,-80.93,-77.62,79.0,0.08,3.34,740.89,6.43,14505.21,2,fixedpt,logexp,False,True,True,True,False,False
25,2112,-127.18,-61.22,63.35,-79.15,-77.46,79.03,0.09,3.48,766.3,9.17,15295.2,2,fixedpt,logexp,False,True,True,True,False,False
26,2111,-144.33,-71.2,72.91,-81.35,-71.76,73.79,0.12,4.28,742.77,7.3,16060.66,2,fixedpt,logexp,False,True,True,True,False,False
27,2115,-147.8,-61.46,64.53,-74.93,-71.19,73.66,0.15,4.31,810.07,8.88,16895.1,2,fixedpt,logexp,False,True,True,True,False,False
28,2127,-168.92,-70.33,72.32,-71.05,-70.42,72.63,0.13,4.54,869.09,8.48,17789.17,2,fixedpt,logexp,False,True,True,True,False,False
29,2126,-148.31,-58.08,60.73,-70.55,-69.71,71.73,0.12,5.21,861.28,8.81,18674.03,2,fixedpt,logexp,False,True,True,True,False,False
30,2130,-161.3,-65.65,68.15,-72.43,-68.88,71.23,0.14,5.01,836.62,10.29,19537.01,2,fixedpt,logexp,False,True,True,True,False,False
31,2130,-165.09,-67.51,69.93,-70.49,-69.71,71.92,0.13,5.34,753.98,10.34,20317.77,2,fixedpt,logexp,False,True,True,True,False,False
32,2136,-153.09,-58.25,61.37,-71.16,-70.36,72.36,0.12,5.96,818.75,10.51,21163.65,2,fixedpt,logexp,False,True,True,True,False,False
33,2137,-164.6,-63.39,66.22,-70.39,-69.4,71.59,0.13,5.96,879.38,10.78,22071.26,2,fixedpt,logexp,False,True,True,True,False,False
34,2137,-134.36,-61.99,65.18,-74.6,-71.19,73.66,0.15,6.11,839.79,10.21,22938.93,2,fixedpt,logexp,False,True,True,True,False,False
35,2140,-178.53,-77.0,78.95,-72.19,-70.65,73.13,0.15,5.66,851.88,10.68,23816.98,2,fixedpt,logexp,False,True,True,True,False,False
36,2134,-151.14,-65.94,67.96,-70.66,-69.4,71.59,0.13,6.08,775.77,11.47,24621.54,2,fixedpt,logexp,False,True,True,True,False,False
37,2139,-151.73,-61.54,64.52,-69.67,-66.28,69.17,0.17,6.44,779.98,12.17,25429.81,2,fixedpt,logexp,False,True,True,True,False,False
38,2140,-141.78,-58.43,60.79,-74.86,-65.04,67.78,0.16,6.17,761.55,10.69,26218.5,2,fixedpt,logexp,False,True,True,True,False,False
39,2141,-147.12,-59.45,61.83,-69.25,-65.04,67.78,0.16,6.51,926.31,12.23,27173.56,2,fixedpt,logexp,False,True,True,True,False,False
40,2148,-171.99,-60.96,63.68,-68.95,-68.03,70.2,0.13,6.6,915.89,11.21,28118.44,2,fixedpt,logexp,False,True,True,True,False,False
41,2146,-146.97,-59.23,63.67,-69.93,-68.93,71.25,0.14,6.57,876.04,11.68,29023.4,2,fixedpt,logexp,False,True,True,True,False,False
42,2142,-156.84,-69.31,71.85,-64.53,-63.92,66.65,0.16,6.71,881.89,11.45,29935.45,2,fixedpt,logexp,False,True,True,True,False,False
43,2147,-158.15,-60.59,63.72,-69.22,-68.12,70.44,0.14,6.73,876.51,11.58,30841.1,2,fixedpt,logexp,False,True,True,True,False,False
44,2149,-132.82,-51.17,55.16,-68.7,-68.27,70.79,0.15,6.0,949.82,11.02,31818.33,2,fixedpt,logexp,False,True,True,True,False,False
45,2149,-140.9,-61.51,65.35,-69.46,-67.88,70.34,0.15,6.08,805.45,11.94,32652.6,2,fixedpt,logexp,False,True,True,True,False,False
46,2147,-140.45,-59.47,62.83,-69.95,-69.06,70.72,0.1,5.64,870.23,10.78,33549.41,2,fixedpt,logexp,False,True,True,True,False,False
47,2143,-143.62,-54.81,58.63,-68.55,-68.44,70.77,0.14,5.8,916.64,10.06,34493.07,2,fixedpt,logexp,False,True,True,True,False,False
48,2140,-146.62,-57.54,60.78,-68.98,-67.78,70.11,0.14,5.96,882.02,11.05,35401.99,2,fixedpt,logexp,False,True,True,True,False,False
49,2141,-118.57,-57.68,60.16,-68.6,-67.76,70.08,0.14,5.76,907.64,11.06,36337.44,2,fixedpt,logexp,False,True,True,True,False,False
50,2142,-130.22,-49.9,54.36,-69.92,-68.32,70.63,0.14,5.75,921.67,12.18,37286.67,2,fixedpt,logexp,False,True,True,True,False,False
51,2145,-124.45,-61.36,64.69,-71.97,-70.99,72.98,0.12,5.97,964.34,11.01,38278.4,2,fixedpt,logexp,False,True,True,True,False,False
52,2145,-137.65,-60.08,63.87,-68.98,-67.15,69.35,0.13,6.18,960.91,10.93,39267.43,2,fixedpt,logexp,False,True,True,True,False,False
53,2147,-140.88,-58.44,60.94,-67.66,-64.48,67.16,0.16,6.24,910.62,10.96,40206.13,2,fixedpt,logexp,False,True,True,True,False,False
54,2140,-122.05,-46.68,50.42,-65.12,-64.03,66.87,0.17,5.81,902.77,10.7,41135.1,2,fixedpt,logexp,False,True,True,True,False,False
55,2137,-122.98,-46.89,51.93,-69.8,-68.16,70.48,0.14,5.61,923.67,11.31,42086.8,2,fixedpt,logexp,False,True,True,True,False,False
56,2147,-130.93,-53.77,57.54,-65.73,-62.82,65.51,0.16,5.75,1031.62,12.41,43146.98,2,fixedpt,logexp,False,True,True,True,False,False
57,2145,-123.78,-60.79,63.86,-68.58,-65.12,67.97,0.17,6.26,968.59,11.33,44144.22,2,fixedpt,logexp,False,True,True,True,False,False
58,2150,-120.64,-49.63,53.28,-66.65,-65.34,68.18,0.17,5.67,978.01,11.1,45151.81,2,fixedpt,logexp,False,True,True,True,False,False
59,2140,-114.43,-51.25,55.41,-65.55,-64.05,66.89,0.17,5.64,1001.56,11.42,46182.77,2,fixedpt,logexp,False,True,True,True,False,False
60,2139,-115.83,-56.73,59.53,-65.26,-62.2,64.89,0.16,5.37,1023.87,12.16,47234.71,2,fixedpt,logexp,False,True,True,True,False,False
61,2141,-100.85,-40.14,45.2,-67.11,-65.65,68.31,0.16,5.81,1061.21,11.05,48323.44,2,fixedpt,logexp,False,True,True,True,False,False
62,2130,-106.67,-54.09,58.18,-64.84,-62.82,65.51,0.16,5.66,997.15,11.49,49349.83,2,fixedpt,logexp,False,True,True,True,False,False
63,2135,-113.29,-57.66,60.73,-65.5,-62.73,65.57,0.17,5.63,1113.68,10.49,50490.91,2,fixedpt,logexp,False,True,True,True,False,False
64,2142,-86.92,-46.52,50.98,-65.16,-65.09,67.79,0.16,4.92,1108.67,10.32,51624.98,2,fixedpt,logexp,False,True,True,True,False,False
65,2140,-114.72,-63.6,65.63,-69.01,-67.84,70.19,0.14,5.34,1110.95,10.02,52761.49,2,fixedpt,logexp,False,True,True,True,False,False
66,2144,-116.08,-61.25,64.37,-64.58,-63.52,66.69,0.19,5.84,1072.73,12.27,53863.94,2,fixedpt,logexp,False,True,True,True,False,False
67,2146,-103.21,-46.8,49.68,-68.09,-63.65,66.16,0.15,5.85,1113.44,11.33,55005.13,2,fixedpt,logexp,False,True,True,True,False,False
68,2143,-108.72,-57.01,60.6,-65.94,-64.83,67.36,0.15,5.35,1234.31,12.07,56269.08,2,fixedpt,logexp,False,True,True,True,False,False
69,2140,-99.15,-49.04,52.89,-65.7,-63.82,66.5,0.16,5.35,1159.43,11.69,57456.55,2,fixedpt,logexp,False,True,True,True,False,False
70,2143,-108.45,-60.88,63.78,-63.31,-61.81,64.31,0.15,5.67,1145.4,11.44,58629.6,2,fixedpt,logexp,False,True,True,True,False,False
71,2136,-105.67,-58.32,62.14,-65.09,-60.66,63.36,0.16,5.61,1130.1,11.91,59786.59,2,fixedpt,logexp,False,True,True,True,False,False
72,2135,-100.45,-45.56,48.69,-63.1,-61.6,64.61,0.18,5.45,1211.77,12.22,61027.35,2,fixedpt,logexp,False,True,True,True,False,False
73,2142,-107.81,-62.42,65.76,-61.34,-59.92,62.76,0.17,6.0,1222.18,11.64,62278.36,2,fixedpt,logexp,False,True,True,True,False,False
74,2139,-85.52,-44.27,49.08,-63.37,-62.86,66.03,0.19,6.1,1156.66,11.98,63463.13,2,fixedpt,logexp,False,True,True,True,False,False
75,2144,-90.9,-45.04,49.61,-64.04,-61.02,63.72,0.16,5.97,1239.01,12.61,64733.47,2,fixedpt,logexp,False,True,True,True,False,False
76,2146,-97.78,-55.98,59.0,-63.55,-59.08,62.6,0.21,6.01,1261.38,11.67,66023.4,2,fixedpt,logexp,False,True,True,True,False,False
77,2146,-88.72,-45.36,48.83,-65.48,-62.79,65.63,0.17,5.62,1263.74,12.25,67317.56,2,fixedpt,logexp,False,True,True,True,False,False
78,2143,-97.21,-49.87,54.29,-60.04,-59.1,62.62,0.21,6.01,1305.26,13.57,68651.49,2,fixedpt,logexp,False,True,True,True,False,False
79,2150,-107.76,-51.45,55.35,-62.27,-61.96,65.49,0.21,5.61,1239.26,12.05,69920.25,2,fixedpt,logexp,False,True,True,True,False,False
80,2151,-103.47,-54.52,59.31,-59.83,-59.1,62.62,0.21,5.72,1243.24,12.38,71192.78,2,fixedpt,logexp,False,True,True,True,False,False
81,2148,-87.07,-47.9,52.53,-61.07,-58.82,62.01,0.19,5.44,1212.37,12.68,72435.91,2,fixedpt,logexp,False,True,True,True,False,False
82,2149,-87.03,-43.29,47.26,-60.8,-59.08,62.6,0.21,6.03,1179.86,12.6,73644.74,2,fixedpt,logexp,False,True,True,True,False,False
83,2142,-97.71,-55.94,59.68,-61.05,-60.47,63.14,0.16,6.06,1201.83,12.94,74875.92,2,fixedpt,logexp,False,True,True,True,False,False
84,2146,-90.26,-46.54,50.65,-60.89,-57.68,60.7,0.18,5.97,1180.45,13.81,76090.73,2,fixedpt,logexp,False,True,True,True,False,False
85,2150,-96.41,-49.71,53.14,-59.95,-57.77,61.29,0.21,6.11,1178.34,12.84,77301.13,2,fixedpt,logexp,False,True,True,True,False,False
86,2151,-92.19,-44.27,49.37,-61.63,-57.77,61.29,0.21,6.12,1206.25,12.67,78535.53,2,fixedpt,logexp,False,True,True,True,False,False
87,2145,-104.88,-60.32,63.84,-60.78,-59.14,61.82,0.16,6.34,1340.55,12.1,79905.32,2,fixedpt,logexp,False,True,True,True,False,False
88,2151,-101.81,-54.1,57.4,-61.42,-58.16,61.67,0.21,6.28,1172.44,12.85,81107.68,2,fixedpt,logexp,False,True,True,True,False,False
89,2146,-107.64,-47.66,51.57,-61.13,-60.23,63.41,0.19,6.0,1293.42,12.58,82432.55,2,fixedpt,logexp,False,True,True,True,False,False
90,2149,-93.04,-49.9,54.12,-62.05,-59.1,62.62,0.21,6.09,1204.45,14.58,83667.87,2,fixedpt,logexp,False,True,True,True,False,False
91,2158,-111.09,-56.71,60.1,-59.82,-58.01,61.53,0.21,5.69,1369.65,12.72,85069.55,2,fixedpt,logexp,False,True,True,True,False,False
92,2157,-89.37,-44.34,49.43,-59.16,-58.41,61.93,0.21,6.25,1205.4,13.44,86304.68,2,fixedpt,logexp,False,True,True,True,False,False
93,2153,-110.06,-59.4,63.07,-59.77,-59.1,62.61,0.21,6.23,1316.77,13.08,87650.13,2,fixedpt,logexp,False,True,True,True,False,False
94,2152,-95.32,-61.35,64.36,-59.92,-58.16,61.67,0.21,6.26,1167.18,12.81,88847.25,2,fixedpt,logexp,False,True,True,True,False,False
95,2152,-100.58,-47.3,51.08,-60.5,-57.13,60.32,0.19,6.19,1232.08,13.77,90109.4,2,fixedpt,logexp,False,True,True,True,False,False
96,2151,-99.67,-53.52,57.34,-62.38,-59.36,62.88,0.21,6.01,1211.25,13.36,91349.11,2,fixedpt,logexp,False,True,True,True,False,False
97,2157,-94.58,-50.21,55.01,-58.76,-58.76,62.29,0.21,5.83,1314.0,12.54,92692.89,2,fixedpt,logexp,False,True,True,True,False,False
98,2148,-103.68,-60.72,64.36,-58.03,-56.87,60.38,0.21,5.83,1297.98,13.74,94020.88,2,fixedpt,logexp,False,True,True,True,False,False
99,2152,-95.48,-47.89,52.73,-58.54,-57.83,61.49,0.22,5.8,1272.63,14.26,95323.98,2,fixedpt,logexp,False,True,True,True,False,False
0,2009,-429.69,-283.13,283.3,-299.73,-282.07,282.23,0.01,0.0,219.42,2.49,233.12,3,fixedpt,logexp,False,True,True,True,False,False
1,2030,-380.92,-213.78,214.6,-236.44,-212.7,213.99,0.08,1.08,288.86,3.32,536.02,3,fixedpt,logexp,False,True,True,True,False,False
2,2051,-346.97,-175.17,175.51,-203.77,-186.43,186.6,0.01,1.4,336.07,3.73,886.66,3,fixedpt,logexp,False,True,True,True,False,False
3,2067,-358.11,-185.51,185.68,-191.58,-182.94,183.11,0.01,1.59,387.74,3.9,1288.36,3,fixedpt,logexp,False,True,True,True,False,False
4,2073,-310.15,-143.88,144.24,-161.64,-142.08,142.08,0.0,1.56,415.63,4.06,1718.13,3,fixedpt,logexp,False,True,True,True,False,False
5,2086,-315.92,-124.8,126.98,-135.83,-119.54,122.46,0.18,1.77,423.25,4.13,2156.69,3,fixedpt,logexp,False,True,True,True,False,False
6,2087,-295.71,-106.4,107.27,-122.21,-119.54,122.46,0.18,1.92,419.48,4.81,2592.68,3,fixedpt,logexp,False,True,True,True,False,False
7,2097,-301.92,-123.7,123.7,-126.35,-119.54,122.46,0.18,1.96,444.62,4.27,3053.47,3,fixedpt,logexp,False,True,True,True,False,False
8,2100,-265.92,-107.83,110.68,-123.15,-120.67,123.59,0.18,1.87,491.44,5.2,3562.23,3,fixedpt,logexp,False,True,True,True,False,False
9,2097,-257.59,-112.44,114.15,-120.41,-119.54,122.46,0.18,2.17,491.77,5.12,4070.01,3,fixedpt,logexp,False,True,True,True,False,False
10,2096,-245.22,-106.64,109.5,-117.72,-112.41,115.14,0.17,2.24,539.11,5.05,4626.42,3,fixedpt,logexp,False,True,True,True,False,False
11,2103,-224.93,-94.61,98.96,-114.18,-114.18,117.42,0.2,2.23,575.29,5.39,5218.77,3,fixedpt,logexp,False,True,True,True,False,False
12,2107,-253.69,-110.17,113.18,-113.2,-108.79,112.38,0.22,2.46,515.66,5.54,5752.3,3,fixedpt,logexp,False,True,True,True,False,False
13,2105,-265.01,-114.59,117.62,-126.85,-126.85,130.31,0.21,2.54,564.4,4.8,6334.53,3,fixedpt,logexp,False,True,True,True,False,False
14,2106,-260.8,-106.22,108.78,-116.41,-115.57,118.81,0.2,2.56,556.47,5.88,6907.8,3,fixedpt,logexp,False,True,True,True,False,False
15,2107,-249.89,-104.01,108.42,-118.87,-113.16,116.4,0.2,2.72,578.94,5.84,7505.05,3,fixedpt,logexp,False,True,True,True,False,False
16,2106,-261.08,-107.41,109.47,-116.25,-109.16,112.42,0.2,2.69,549.12,5.8,8073.05,3,fixedpt,logexp,False,True,True,True,False,False
17,2098,-234.04,-105.73,109.48,-123.91,-123.91,127.69,0.23,2.79,614.94,5.99,8706.4,3,fixedpt,logexp,False,True,True,True,False,False
18,2110,-221.05,-98.86,102.95,-116.53,-113.13,116.05,0.18,3.11,668.37,6.06,9393.37,3,fixedpt,logexp,False,True,True,True,False,False
19,2112,-234.15,-107.32,110.04,-118.33,-108.79,112.38,0.22,3.24,667.1,6.82,10080.38,3,fixedpt,logexp,False,True,True,True,False,False
20,2119,-230.75,-100.76,104.39,-116.69,-105.11,108.82,0.23,3.46,689.75,6.92,10789.82,3,fixedpt,logexp,False,True,True,True,False,False
21,2116,-200.74,-77.55,82.56,-103.7,-98.27,101.98,0.23,3.46,723.79,7.14,11536.1,3,fixedpt,logexp,False,True,True,True,False,False
22,2118,-189.56,-86.68,91.29,-98.49,-98.22,101.93,0.23,3.24,722.98,6.58,12278.28,3,fixedpt,logexp,False,True,True,True,False,False
23,2118,-191.44,-78.55,82.42,-102.25,-98.46,102.17,0.23,3.43,742.3,6.8,13039.82,3,fixedpt,logexp,False,True,True,True,False,False
24,2116,-186.43,-70.62,75.83,-97.06,-93.18,97.06,0.24,3.27,795.62,7.43,13856.74,3,fixedpt,logexp,False,True,True,True,False,False
25,2117,-194.51,-103.36,106.17,-102.68,-98.27,101.98,0.23,3.65,711.48,7.82,14588.63,3,fixedpt,logexp,False,True,True,True,False,False
